component_id,lot_id,is_defective,Value_0h_iddq_ua,Value_24h_iddq_ua,Value_96h_iddq_ua,Value_168h_iddq_ua,Value_0h_leakage_ua,Value_24h_leakage_ua,Value_96h_leakage_ua,Value_168h_leakage_ua,Value_0h_prop_delay_ns,Value_24h_prop_delay_ns,Value_96h_prop_delay_ns,Value_168h_prop_delay_ns
C_00767,LOT_019,False,24.6459,24.9309,25.7001,25.5881,13.0321,12.9131,13.7572,13.4067,4.4154,4.6142,4.3778,4.5613
C_00768,LOT_019,False,27.8739,27.6316,28.6715,29.0832,13.3446,14.0031,13.9699,14.7576,4.3431,4.4928,4.4232,4.634
C_00769,LOT_019,False,27.5622,27.2812,26.8163,28.4554,13.3615,13.8275,13.8741,14.253,4.074,4.1979,4.0153,4.155
C_00770,LOT_019,False,29.6153,29.5421,30.0544,31.2759,12.4004,12.108,12.8071,12.489,4.4157,4.3806,4.2937,4.4913
C_00771,LOT_019,False,28.6074,29.3354,30.7183,30.1501,12.5457,12.7184,13.1172,13.7701,4.0653,4.159,4.0903,4.1379
C_00772,LOT_019,False,29.0111,28.7962,28.9533,29.6789,12.9568,13.5335,14.2332,14.6108,4.6594,4.7047,4.595,4.9139
C_00773,LOT_019,False,28.8163,30.4563,30.764,30.9253,13.5753,13.7533,14.3337,14.4146,4.0029,4.1895,4.0715,4.1186
C_00774,LOT_019,False,26.6825,26.4644,26.734,28.3829,12.1417,12.4937,12.512,12.2774,4.307,4.4551,4.3571,4.4473
C_00775,LOT_019,False,24.8485,25.1035,25.3802,27.1642,13.0013,12.9589,13.1727,12.9008,4.6675,4.5123,4.7551,4.5991
C_00776,LOT_019,False,27.151,27.2898,27.3328,27.3684,12.4076,13.2509,13.5797,13.559,4.7889,4.6207,4.67,4.7009
C_00777,LOT_019,False,26.7831,27.5852,28.282,28.35,12.8739,13.0529,13.224,13.6886,4.271,4.2994,4.3714,4.2195
C_00778,LOT_019,False,30.7373,32.6629,31.7352,33.3411,14.7896,14.3424,15.3926,15.3044,4.3529,4.2053,4.5579,4.4412
C_00779,LOT_019,False,27.5693,28.3083,28.299,29.5607,12.4405,13.5664,13.8262,14.6113,3.9198,3.8879,3.8681,3.8452
C_00780,LOT_019,True,27.3808,43.055,66.6251,85.7143,12.3538,17.865,27.3849,34.6081,4.5968,5.1117,5.7587,6.2024
C_00781,LOT_019,False,27.0274,26.9103,27.451,28.4699,13.0392,13.7545,14.161,14.5039,4.4703,4.4686,4.2276,4.5343
C_00782,LOT_019,False,28.3948,28.8783,29.9096,31.6602,13.2211,13.3251,13.3873,13.5863,4.184,4.374,4.2627,4.3585
C_00783,LOT_019,False,28.4823,28.7613,29.5692,29.4414,13.3894,13.3614,14.1222,14.2567,4.7068,4.6943,4.617,4.567
C_00784,LOT_019,False,28.078,26.9322,27.6356,30.0308,12.1003,12.4239,13.1156,13.648,4.6262,4.6222,4.519,4.4305
C_00785,LOT_019,False,22.9169,23.6156,25.9165,26.8541,13.9393,14.7279,15.4716,16.0509,4.3097,4.3602,4.3583,4.3761
C_00786,LOT_019,False,24.1626,24.7322,25.2102,25.3114,11.4179,11.6227,12.2161,12.0385,3.925,4.0183,4.0179,4.067
C_00787,LOT_019,False,27.8557,27.6387,30.2185,29.803,14.1435,14.0541,14.0816,14.8284,4.2153,4.0767,4.2732,4.1791
C_00788,LOT_019,False,28.3315,27.4988,28.746,28.0065,12.7848,12.6762,13.1146,13.2052,4.0985,4.3578,4.481,4.5929
C_00789,LOT_019,False,22.9012,22.7205,23.4967,24.1916,11.722,12.2147,12.096,12.6291,4.2008,4.3658,4.1956,4.463
C_00790,LOT_019,False,23.0046,23.2322,24.6005,25.5419,12.6915,12.9926,12.664,13.3255,4.3434,4.245,4.3759,4.3932
C_00791,LOT_019,False,27.8071,28.6615,28.9156,29.1777,14.4721,14.428,14.8306,15.1186,4.7422,4.8288,4.8408,4.7614
C_00792,LOT_019,False,24.3782,24.7335,25.2357,26.4204,13.2996,13.4857,13.9233,14.1756,4.0205,4.0524,4.0617,4.1382
C_00793,LOT_019,False,23.4017,24.3139,23.3843,23.868,14.3371,14.5143,14.8066,15.025,4.4238,4.4279,4.4151,4.3906
C_00794,LOT_019,False,26.7557,28.2907,28.7746,28.7164,13.9227,14.2523,14.324,14.6817,3.762,3.6995,3.8621,3.8979
C_00795,LOT_019,False,26.5129,27.0745,27.8093,28.5488,12.961,12.677,12.9938,12.9904,4.0328,4.0058,4.0861,4.1534
C_00796,LOT_019,False,27.8724,27.1142,28.4356,28.1607,13.8205,14.0569,14.1816,14.2572,4.3809,4.5538,4.3118,4.5451
C_00797,LOT_019,False,30.9333,30.8443,31.2195,31.9739,11.533,12.4554,13.1904,13.5912,4.5472,4.6181,4.5904,4.504
C_00798,LOT_019,False,27.3541,28.4885,28.935,29.897,12.8211,13.1154,14.0104,14.3772,4.3478,4.2084,4.3671,4.315
C_00799,LOT_019,False,24.6393,24.8263,25.7138,24.9866,13.7861,13.841,13.7798,14.4569,4.361,4.3297,4.3109,4.2523
C_00800,LOT_019,False,26.283,26.3583,27.7731,27.2682,12.5479,13.3215,13.334,14.4475,4.1909,4.1303,4.1657,4.0363
C_00801,LOT_020,False,26.8612,27.3749,27.7598,28.1904,9.9254,9.9328,10.0727,10.2824,3.7766,3.634,3.7593,3.7307
C_00802,LOT_020,False,25.8522,25.5469,26.3942,27.1587,9.2618,9.7396,9.4336,9.5477,4.1965,4.2512,4.1657,4.1807
C_00803,LOT_020,False,28.0135,28.3001,28.8818,29.8872,9.1709,9.5127,9.4942,9.5523,3.8336,3.8364,3.748,3.8883
C_00804,LOT_020,False,24.4426,24.5672,25.1182,25.6106,10.5241,10.0609,10.2542,10.386,3.5172,3.5928,3.5877,3.6445
C_00805,LOT_020,False,23.0602,23.2811,23.5276,24.7237,9.9586,10.2664,10.311,11.1144,3.6337,3.7188,3.6903,3.6365
C_00806,LOT_020,False,25.8043,24.7724,25.4347,26.1875,10.3878,10.5842,10.771,10.6293,4.0245,3.845,4.0176,3.9707
C_00807,LOT_020,False,22.8808,22.7413,23.0088,23.9515,9.314,9.0121,9.6706,9.7307,3.9545,3.9599,3.9559,4.0156
C_00808,LOT_020,False,25.0706,25.4517,26.9873,26.7638,9.0259,9.4056,9.8505,9.8906,3.7245,3.7404,3.8523,3.8587
C_00809,LOT_020,False,24.0064,22.8322,23.4466,24.4086,10.0934,10.0462,9.8747,10.1436,4.0489,4.1886,4.2414,4.0605
C_00810,LOT_020,False,26.6948,27.0323,26.6147,28.0182,9.8082,9.71,9.7611,10.0725,4.1262,4.1703,4.1644,4.0613
C_00811,LOT_020,False,26.3101,25.3091,26.1271,27.4709,10.3941,10.1897,10.0803,10.5587,3.5655,3.5405,3.5587,3.4499
C_00812,LOT_020,False,25.0536,26.2002,26.1286,26.5619,9.2561,9.4674,9.6214,9.9546,3.6483,3.4513,3.5925,3.5015
C_00813,LOT_020,False,25.9451,26.1027,26.6734,27.0068,10.124,10.5499,10.5005,11.0878,4.0732,3.962,3.9764,4.0574
C_00814,LOT_020,False,25.6699,25.8426,26.1526,27.2264,9.9275,9.8462,10.3272,10.5571,4.5735,4.669,4.5923,4.6452
C_00815,LOT_020,False,25.3005,25.4405,26.5517,26.1648,10.2422,10.5131,10.4704,10.4337,4.2351,4.1303,4.2895,4.3475
C_00816,LOT_020,False,24.2944,23.5546,24.7528,24.9508,9.5127,9.3706,9.2884,9.237,3.6795,3.5575,3.7113,3.7614
C_00817,LOT_020,False,26.2909,24.9439,25.8381,25.5686,9.7257,9.7906,10.0315,9.8006,3.9739,4.1099,4.0559,4.1125
C_00818,LOT_020,False,22.5787,23.0713,23.1572,23.3446,8.1969,8.6832,8.5173,8.9986,4.0,3.8759,3.8814,3.8855
C_00819,LOT_020,False,24.6079,25.6091,24.9034,26.1569,10.3167,10.6006,10.6309,10.808,3.9588,4.0316,4.0623,4.1358
C_00820,LOT_020,False,27.4865,27.0016,26.9069,27.7936,10.0663,10.3608,10.4212,10.6692,3.9213,4.1987,4.2479,4.1589
C_00821,LOT_020,False,26.9698,26.2328,27.3674,26.3583,10.0534,10.2076,10.3798,10.5722,4.0691,3.9458,4.0626,4.1119
C_00822,LOT_020,False,26.5094,26.1998,26.7064,27.4729,10.1744,10.7601,10.4645,10.9143,3.889,3.9604,3.8475,3.9475
C_00823,LOT_020,False,24.9039,25.9181,25.7776,25.878,10.0508,9.7471,10.114,10.6067,3.9431,4.0148,3.9121,3.8862
C_00824,LOT_020,False,24.7293,25.523,25.4087,26.2479,10.7245,10.4921,10.8235,10.6541,4.2394,4.1741,4.2191,4.4006
C_00825,LOT_020,False,24.5197,23.2449,25.0059,24.302,10.3091,10.212,10.775,10.6027,3.9048,3.9357,3.8372,3.8461
C_00826,LOT_020,False,24.0343,24.4034,24.1892,25.3381,8.8652,9.1688,9.2488,9.8151,4.0306,4.0146,4.1738,4.0835
C_00827,LOT_020,False,24.6722,25.545,25.2998,25.6713,9.9572,9.77,10.0787,10.1987,3.7196,3.7121,3.7038,3.6815
C_00828,LOT_020,False,23.8045,25.2451,25.2529,25.3321,9.9181,9.9593,10.2812,10.0226,3.7863,3.8587,3.9022,3.8967
C_00829,LOT_020,False,24.8537,24.4825,25.3177,26.2947,10.7211,10.2676,10.8329,10.6706,3.6418,3.6576,3.7336,3.6103
C_00830,LOT_020,False,23.7903,24.5713,24.6154,24.6882,9.3557,9.5606,9.6761,10.3201,3.5054,3.6349,3.6656,3.5743
C_00831,LOT_020,False,23.8035,24.1038,24.915,23.8327,9.7884,10.3758,10.7819,10.5433,3.6376,3.7739,3.8505,3.7617
C_00832,LOT_020,False,24.611,26.3448,25.657,26.503,10.6108,11.1186,11.3089,11.202,4.1152,4.1123,4.0597,4.0667
C_00833,LOT_020,False,22.8666,23.8862,23.5521,24.4167,10.0661,9.9751,9.8961,10.3199,4.0278,4.1007,4.1627,4.13
C_00834,LOT_020,False,25.0549,25.8004,26.9532,27.4508,10.0938,10.3729,10.3502,10.6045,3.9915,4.1706,4.0544,4.1747
C_00835,LOT_020,False,26.0906,26.5174,27.6851,28.4127,8.5622,9.1221,9.4551,9.1303,3.9271,4.1453,3.988,4.1562
C_00836,LOT_020,True,26.2949,33.2585,44.7025,51.9617,9.5644,12.807,16.6086,19.4521,4.1458,4.3866,4.8881,5.0536
C_00837,LOT_020,False,23.494,24.465,24.0461,23.7959,9.5746,9.9905,9.8258,9.7083,3.6281,3.8357,3.7897,3.8189
C_00838,LOT_020,False,25.3698,24.5758,25.3585,25.7474,9.5006,9.5494,9.6873,9.3973,4.1634,3.9609,4.1984,4.244
C_00839,LOT_020,False,24.8613,25.4719,25.4901,25.6533,9.4693,10.0172,10.0912,10.0644,4.0348,3.9385,4.0312,3.9629
C_00840,LOT_020,False,26.6965,27.3565,27.4809,28.2317,9.7417,10.0136,9.8205,10.0639,4.0074,4.0768,4.2248,4.0947
C_00841,LOT_021,False,22.0889,22.6196,23.2306,23.3472,8.3186,8.6965,8.9588,8.9815,4.6913,4.8136,4.6728,4.6403
C_00842,LOT_021,False,24.8714,24.0773,25.2334,25.9143,10.2777,10.3808,10.0967,10.4048,4.7864,4.623,4.7962,4.8054
C_00843,LOT_021,False,25.9725,25.6686,26.5942,26.1855,8.552,8.5105,8.5923,8.7248,4.7175,4.7295,4.6056,4.6027
C_00844,LOT_021,False,24.5153,24.3447,25.6199,25.8323,9.6491,9.8571,10.0494,10.2854,4.9443,4.7681,4.7539,5.0191
C_00845,LOT_021,False,26.3459,25.95,27.5703,26.2378,9.6754,9.8793,10.2633,10.4837,4.6661,4.5833,4.7675,4.7982
C_00846,LOT_021,False,20.3041,20.62,20.7881,20.9407,8.4528,8.1485,9.0994,8.8928,4.2563,4.3079,4.261,4.3996
C_00847,LOT_021,False,25.4571,25.6469,26.653,28.0176,8.4866,9.017,8.9845,9.4677,4.6408,4.737,4.6024,4.8109
C_00848,LOT_021,False,24.3489,24.6656,24.7826,25.33,9.3851,9.9315,9.8091,10.2045,4.7216,4.6733,4.8055,4.7937
C_00849,LOT_021,False,26.277,26.6278,27.7039,27.5918,8.724,8.9203,8.9885,9.7802,4.4818,4.5825,4.7341,4.722
C_00850,LOT_021,False,24.6379,25.2567,25.6644,26.7897,9.175,9.429,9.4753,9.7987,4.5124,4.5918,4.6966,4.731
C_00851,LOT_021,False,23.4584,24.6458,24.1137,23.8819,8.5901,8.2485,8.7133,8.7714,4.5478,4.5772,4.7136,4.8595
C_00852,LOT_021,False,21.8907,22.4898,22.4767,22.9387,8.4294,7.9793,8.498,8.5134,4.6692,4.7206,4.6433,4.5949
C_00853,LOT_021,False,26.2528,27.2744,27.1045,27.5654,8.9162,9.3956,9.5169,9.7562,4.4734,4.7203,4.6063,4.5782
C_00854,LOT_021,False,21.3757,21.813,22.0521,22.5573,9.8463,9.9088,10.0821,10.6071,4.657,4.5601,4.81,4.7827
C_00855,LOT_021,False,25.2794,26.8203,26.1152,26.6674,9.5132,9.5102,9.4616,9.7127,4.34,4.2425,4.3169,4.2938
C_00856,LOT_021,False,26.2517,25.6154,26.1965,26.1035,9.7838,10.1541,10.4267,10.8563,4.226,4.2638,4.2851,4.3285
C_00857,LOT_021,False,24.1121,24.7103,23.7551,24.4227,8.6488,9.1447,9.2885,9.6887,5.4089,5.4402,5.3,5.4728
C_00858,LOT_021,False,23.3925,24.4231,25.08,25.5686,8.3654,8.5502,8.6873,8.8522,4.7703,4.7753,4.6076,4.9186
C_00859,LOT_021,False,24.8026,23.8502,25.5725,25.5892,8.4596,8.4704,8.6186,8.8556,4.9945,4.8923,4.9194,4.9782
C_00860,LOT_021,False,26.9389,27.1955,28.4467,29.2364,8.8353,9.3409,9.3666,9.4541,4.5084,4.528,4.5178,4.2579
C_00861,LOT_021,False,24.2713,24.8916,26.1789,25.8869,8.2868,8.5612,8.6655,8.6657,4.3401,4.3517,4.3133,4.4947
C_00862,LOT_021,False,23.5869,23.6032,25.1521,25.6253,8.0222,7.5033,8.0457,8.2364,5.3889,5.2506,5.2296,5.1197
C_00863,LOT_021,False,26.0605,25.7114,27.3388,26.6338,8.1015,8.0113,8.2169,8.2935,4.3592,4.2527,4.4734,4.6271
C_00864,LOT_021,False,25.8298,26.1015,26.536,26.3408,9.1941,9.1194,8.9935,9.1449,4.8723,4.9323,5.0233,4.8903
C_00865,LOT_021,False,26.2287,25.932,26.1936,26.703,7.8781,7.778,7.8933,8.3319,4.9437,4.9344,4.8922,5.0039
C_00866,LOT_021,False,24.688,24.4911,25.0662,25.6501,9.276,9.8153,10.1729,9.9785,4.125,4.3788,4.3853,4.1929
C_00867,LOT_021,False,22.8588,23.1038,22.9374,23.9516,9.4069,9.3806,9.5977,9.5816,4.2656,4.5058,4.3384,4.3604
C_00868,LOT_021,False,25.7507,27.6192,27.3517,28.9325,7.9263,7.4841,8.227,8.2571,4.8024,4.7582,4.8829,4.7998
C_00869,LOT_021,False,24.9549,26.1643,25.4262,26.32,9.1238,8.9931,9.8258,9.6752,5.2725,5.3311,5.4817,5.4968
C_00870,LOT_021,False,23.0221,24.1817,24.0218,23.9246,7.717,8.3271,8.6183,8.6587,4.2169,4.3596,4.3488,4.5358
C_00871,LOT_021,False,21.7882,22.6137,23.7969,24.0963,8.3501,8.393,8.9361,9.048,4.8685,4.7776,4.8369,4.896
C_00872,LOT_021,False,24.1829,25.0767,26.0407,26.6095,9.2772,9.4057,9.4573,9.9119,4.3761,4.3275,4.379,4.2223
C_00873,LOT_021,False,25.8747,25.6118,26.2783,27.3227,7.8307,7.9698,7.9113,7.7762,4.1367,4.0699,4.0452,4.3343
C_00874,LOT_021,False,26.6436,25.2542,25.6546,26.7918,8.8281,9.0969,9.1847,9.6726,4.5292,4.6029,4.6489,4.8315
C_00875,LOT_021,False,25.9112,26.0354,25.7748,28.0338,8.4205,8.7297,8.8256,8.9074,4.8313,4.7402,4.7991,4.8256
C_00876,LOT_021,False,25.0231,25.2511,25.8321,26.2818,8.0674,8.4567,8.3469,8.8015,4.6213,4.5378,4.7541,4.8993
C_00877,LOT_021,False,27.7016,27.2833,27.3759,29.1444,7.8783,8.5682,8.512,9.159,4.4751,4.6336,4.71,4.7717
C_00878,LOT_021,False,26.0564,26.0808,26.4613,27.3561,9.304,9.1478,9.1737,9.7283,4.9273,4.8274,4.8302,4.8229
C_00879,LOT_021,False,28.1192,28.7789,29.3457,29.0165,8.1008,8.6593,8.5621,9.0445,4.4572,4.4837,4.6673,4.5938
C_00880,LOT_021,False,22.781,23.2231,23.3994,23.5482,7.875,7.7046,7.6085,7.8786,4.4897,4.468,4.3087,4.5239
C_00881,LOT_022,False,23.0333,22.4661,24.3944,24.3327,11.9213,12.0709,11.8769,12.415,5.0136,4.8747,5.1838,5.4661
C_00882,LOT_022,False,23.4839,24.9375,25.0208,25.7839,10.7059,10.2256,10.429,11.1424,3.9347,4.0595,4.0922,3.9482
C_00883,LOT_022,False,24.6083,24.4131,24.0772,25.5134,9.7749,10.2561,10.2361,10.3975,4.5672,4.4289,4.4281,4.6235
C_00884,LOT_022,False,22.6936,22.7705,24.1614,24.5736,10.3426,10.5324,10.686,10.7793,4.3573,4.5227,4.596,4.4908
C_00885,LOT_022,False,23.324,24.488,24.0716,24.9858,10.1895,10.2775,10.4729,10.3527,4.5423,4.3778,4.5422,4.4471
C_00886,LOT_022,False,23.3121,24.5697,25.9934,26.7553,10.8347,11.0772,10.7756,11.5715,4.8959,4.7927,5.0929,4.8196
C_00887,LOT_022,False,19.5816,20.0067,20.9565,20.5978,10.4679,10.4018,10.5644,10.6953,4.3633,4.3035,4.1538,4.338
C_00888,LOT_022,False,23.7956,23.5262,24.1639,24.3077,10.4513,10.4693,11.1877,11.2244,4.3587,4.4453,4.6301,4.7192
C_00889,LOT_022,False,24.6594,25.5351,26.7586,27.2994,9.6328,10.1102,10.5293,10.7372,4.6784,4.8314,4.6907,4.7948
C_00890,LOT_022,False,24.5514,25.0824,25.2552,26.1098,10.6614,11.3079,11.6063,11.6464,4.5037,4.6643,4.7699,4.7208
C_00891,LOT_022,False,22.8072,23.922,23.9906,26.1377,10.3984,10.4475,10.5059,10.6956,4.4872,4.9454,4.7787,4.7256
C_00892,LOT_022,False,23.4347,22.2773,23.6971,25.0163,11.9182,11.7391,12.0493,12.7926,5.2935,5.1854,5.3611,5.5029
C_00893,LOT_022,False,23.5623,24.2641,24.383,25.6162,10.9395,11.1744,11.4726,11.8566,4.6386,4.8662,4.8427,4.8673
C_00894,LOT_022,False,21.9883,22.9192,23.8603,23.3466,10.8998,11.4608,10.9389,11.4097,4.3138,4.4908,4.3309,4.4336
C_00895,LOT_022,False,22.5111,24.2339,24.003,25.1179,9.9604,10.2392,10.4556,10.7021,4.5348,4.539,4.596,4.6132
C_00896,LOT_022,False,25.1409,26.4004,26.8136,27.9858,10.183,10.746,10.6534,11.5844,4.4925,4.6395,4.7468,4.6662
C_00897,LOT_022,False,25.2026,26.2317,27.6427,28.1937,11.4177,12.0742,12.0372,12.5142,5.0892,5.3684,5.3096,5.2042
C_00898,LOT_022,True,21.9821,30.7996,45.9795,57.6739,9.7591,13.3053,18.4252,22.2809,4.8299,5.4041,6.4393,7.1609
C_00899,LOT_022,False,21.7467,21.4852,21.2972,22.5225,10.4186,11.0949,10.7114,11.9716,4.4402,4.6126,4.5581,4.7794
C_00900,LOT_022,False,21.4605,21.4063,21.4962,22.9618,10.7991,11.1597,11.3551,11.3309,4.5916,4.6765,4.6552,4.7071
C_00901,LOT_022,False,27.6444,26.0206,28.3419,27.8818,10.195,10.172,10.6051,10.268,4.4862,4.3926,4.5507,4.6996
C_00902,LOT_022,False,24.5788,23.8739,24.9629,25.1387,10.1688,10.4455,10.9843,11.1191,4.8847,4.8727,4.8355,4.812
C_00903,LOT_022,False,23.8086,24.7593,26.8693,26.7148,9.9292,10.157,10.2854,10.6703,4.6251,4.4735,4.7221,4.5476
C_00904,LOT_022,False,24.1287,24.3777,25.6615,25.1018,10.7084,11.0851,11.4499,11.7621,4.9031,4.7019,4.8044,4.7901
C_00905,LOT_022,False,23.2576,23.3088,23.7491,24.6998,10.7024,10.7974,11.1118,11.2067,4.2289,4.0283,4.0877,4.2703
C_00906,LOT_022,False,23.0403,23.6553,23.9757,24.3658,10.4647,11.0199,10.9415,11.1143,5.2542,5.4062,5.2456,5.4592
C_00907,LOT_022,False,25.8462,26.4785,25.5265,27.2146,11.0755,11.3989,11.4092,11.5754,4.6773,4.6754,4.6408,4.5827
C_00908,LOT_022,False,21.9257,21.863,23.9472,22.7014,11.6405,11.2522,11.4678,11.1834,4.7566,4.6503,4.7545,4.9476
C_00909,LOT_022,False,22.4525,22.6195,22.7327,23.6688,9.7238,9.9211,10.2781,9.9621,4.7485,4.6188,4.6433,4.8364
C_00910,LOT_022,False,21.447,22.8982,22.7986,23.5608,9.9721,10.0658,10.5146,10.6862,4.3522,4.1294,4.2562,4.1639
C_00911,LOT_022,False,24.2866,24.2322,24.6142,24.7343,10.409,10.4159,11.1095,11.2757,4.6275,4.7476,4.6734,4.9052
C_00912,LOT_022,True,26.2999,41.1116,64.6412,83.1859,11.6518,24.4799,44.1595,59.0066,5.0803,5.4686,6.3616,6.6779
C_00913,LOT_022,False,25.5542,26.0987,27.9849,28.5941,10.3464,11.2665,11.161,11.2216,5.0409,5.0563,4.9587,5.0777
C_00914,LOT_022,False,24.9377,26.9013,26.8646,26.9958,10.3347,10.3761,10.4597,10.4512,4.4045,4.5017,4.5585,4.8398
C_00915,LOT_022,False,24.2834,23.9497,25.4715,26.8523,11.0476,11.2371,12.1789,12.7431,4.56,4.5358,4.6463,4.7014
C_00916,LOT_022,False,24.4977,24.3412,25.68,26.6493,10.2581,10.3033,10.3677,10.8471,4.8974,4.8838,5.0502,5.0993
C_00917,LOT_022,False,21.8912,21.9648,23.1159,23.2559,10.906,10.6717,11.2327,10.9862,5.0543,4.8173,4.8989,4.7527
C_00918,LOT_022,False,21.6215,22.5137,23.1476,23.8558,10.9544,10.7163,11.4331,11.0989,5.056,5.127,5.0453,5.0463
C_00919,LOT_022,False,23.1552,23.7261,24.4866,24.7061,9.8492,9.74,10.0496,9.7826,4.7241,4.6985,4.9737,4.9626
C_00920,LOT_022,False,23.1949,23.2388,24.7727,24.4465,9.7956,10.3007,10.9492,10.9835,4.5682,4.6715,4.7491,4.7926
C_00921,LOT_023,False,24.5412,23.7218,23.553,24.9287,8.7067,8.7165,8.7362,8.6354,3.8151,3.8475,3.8085,3.8827
C_00922,LOT_023,False,24.0483,24.2982,25.1369,24.6877,8.0064,7.8597,8.3099,8.2815,4.3712,4.4063,4.4989,4.4086
C_00923,LOT_023,False,25.0826,25.8458,26.2236,26.3459,7.6726,7.9122,7.9066,8.1475,4.1228,3.9932,4.2554,4.2408
C_00924,LOT_023,False,22.6874,23.7037,24.2632,24.5632,7.3191,7.4432,7.5696,7.7035,4.2115,4.2133,4.4033,4.5135
C_00925,LOT_023,False,26.6423,27.4061,28.238,29.0979,7.1844,7.1418,7.4228,7.6014,4.5081,4.4233,4.4373,4.4073
C_00926,LOT_023,False,23.5696,24.5718,25.9005,26.0447,7.9113,7.8986,7.9381,7.9917,4.0356,3.9968,4.2667,4.2356
C_00927,LOT_023,False,24.0577,25.2772,26.5067,27.7095,7.9608,8.0675,8.7429,8.6512,4.1244,3.9444,4.0617,3.9745
C_00928,LOT_023,False,24.6849,24.8173,24.4783,25.2875,8.2035,8.361,8.3146,8.5019,4.168,4.3509,4.2641,4.4979
C_00929,LOT_023,False,25.2679,25.7268,26.2216,27.6845,7.2909,7.5577,7.6365,7.8049,4.4813,4.2772,4.5572,4.6271
C_00930,LOT_023,False,25.3334,26.4002,28.0023,27.6827,8.3034,8.088,8.2151,8.6578,3.8993,3.7683,3.7192,4.0182
C_00931,LOT_023,False,22.9211,23.4606,24.3355,23.6044,7.6383,7.6823,7.7568,7.4547,4.0767,4.1596,4.1698,4.2607
C_00932,LOT_023,False,22.7342,24.7474,24.0818,24.2758,7.7414,7.6449,7.9972,8.1847,3.9277,3.7426,3.7535,3.9387
C_00933,LOT_023,True,22.6956,35.0725,56.4916,73.5937,7.7607,11.819,18.2188,23.1839,3.9888,4.5279,5.0449,5.5777
C_00934,LOT_023,False,22.5234,22.8585,24.5363,24.7883,8.2269,8.2491,8.3996,8.1285,4.4373,4.3567,4.3674,4.3728
C_00935,LOT_023,False,24.7075,24.4594,25.0409,25.3089,8.1693,8.317,8.4259,8.487,3.9343,3.8346,4.0509,4.0488
C_00936,LOT_023,False,26.3432,26.0703,26.2106,26.6509,8.4791,8.2465,8.3466,8.5581,4.2175,4.2377,4.3102,4.4262
C_00937,LOT_023,False,25.3337,25.5218,26.4089,27.8929,7.3564,7.551,7.3925,7.6431,4.065,4.0301,4.1214,4.2398
C_00938,LOT_023,False,26.6753,25.9855,26.9241,26.9856,7.9254,7.8253,8.2498,8.1317,4.3444,4.4684,4.4919,4.5929
C_00939,LOT_023,False,23.7103,24.146,24.0285,24.7867,7.8858,8.0811,7.9906,8.2976,3.947,4.0222,4.0565,4.1772
C_00940,LOT_023,False,22.8581,23.3891,22.4607,24.1318,7.6765,7.9663,7.8654,8.1635,4.3087,4.2734,4.3713,4.348
C_00941,LOT_023,False,25.3556,26.872,27.9583,29.1313,8.6072,8.4937,8.5063,8.9427,4.475,4.4602,4.6383,4.6707
C_00942,LOT_023,False,24.1351,23.7175,25.2491,25.7497,7.3901,7.6354,7.7375,8.1764,4.0286,3.9944,4.0175,4.086
C_00943,LOT_023,False,23.6179,24.1485,25.1409,26.5174,7.9867,7.9266,8.1374,8.2015,4.2086,4.3614,4.3393,4.3238
C_00944,LOT_023,True,25.7072,40.0874,64.0443,82.6594,8.603,14.6699,23.3033,30.0352,4.2722,4.6718,5.4641,6.0321
C_00945,LOT_023,False,25.4538,26.4299,27.5076,27.05,7.9173,7.8101,8.1845,8.1501,4.5855,4.616,4.616,4.6989
C_00946,LOT_023,False,23.127,23.3977,23.6926,23.976,7.5109,7.3521,7.548,7.6411,3.9241,4.0305,4.019,4.1133
C_00947,LOT_023,False,23.9532,24.6102,25.2672,25.5846,8.4613,8.4691,9.148,9.4664,4.2993,4.1803,4.4367,4.5336
C_00948,LOT_023,False,25.3786,25.7253,27.2498,27.1047,7.9732,7.9078,8.1395,8.1414,4.3389,4.3655,4.4356,4.3642
C_00949,LOT_023,False,22.385,22.3191,23.4418,23.7602,8.3821,8.9107,8.5975,8.6485,3.6094,3.6295,3.7691,3.8626
C_00950,LOT_023,False,24.1238,24.7231,26.1868,27.4387,7.2411,7.4335,7.8105,7.3498,4.3591,4.0751,4.2622,4.032
C_00951,LOT_023,False,22.8827,22.925,23.2897,23.9946,8.1572,8.086,8.7205,8.6993,4.1644,4.2095,4.2233,4.1291
C_00952,LOT_023,False,26.4096,26.3097,27.3202,27.2479,8.2032,8.4129,8.0428,8.7107,3.6818,3.7061,3.7161,3.8071
C_00953,LOT_023,False,23.3373,25.1566,25.7,26.3675,7.8097,7.9268,8.104,8.0639,4.4791,4.1982,4.3705,4.2467
C_00954,LOT_023,False,23.7673,25.0816,25.0357,24.814,7.775,7.6504,7.6914,8.1339,4.2441,4.2392,4.2045,4.2657
C_00955,LOT_023,False,26.9768,27.298,28.8501,27.9559,8.0529,8.1101,8.5418,8.5837,4.0613,4.1301,4.2308,4.3005
C_00956,LOT_023,False,21.5389,21.3718,21.9991,22.7705,7.7561,7.8938,8.2241,8.3343,4.0947,4.0495,4.1548,4.1261
C_00957,LOT_023,False,26.1073,25.6305,25.9263,25.8165,8.0177,8.0649,8.2682,8.7956,4.0334,3.9492,4.0903,4.0793
C_00958,LOT_023,False,22.2935,22.9636,23.9919,25.1633,7.2017,7.1463,7.4669,7.3905,3.8755,3.9398,3.8537,3.9379
