component_id,lot_id,is_defective,Value_0h_iddq_ua,Value_24h_iddq_ua,Value_96h_iddq_ua,Value_168h_iddq_ua,Value_0h_leakage_ua,Value_24h_leakage_ua,Value_96h_leakage_ua,Value_168h_leakage_ua,Value_0h_prop_delay_ns,Value_24h_prop_delay_ns,Value_96h_prop_delay_ns,Value_168h_prop_delay_ns,predicted_168h_iddq_ua,predicted_slope_iddq_ua,flag_param_b_iddq_ua,predicted_168h_leakage_ua,predicted_slope_leakage_ua,flag_param_b_leakage_ua,predicted_168h_prop_delay_ns,predicted_slope_prop_delay_ns,flag_param_b_prop_delay_ns,flag_module_b,triggered_parameters_b
C_00106,LOT_002,False,23.342,23.315,24.5382,24.6522,8.9533,8.6714,9.3662,8.9968,4.3633,4.405,4.4204,4.4992,23.923716,0.004227191607157381,False,8.980056,0.0021434431182013602,False,4.501661,0.0006712557209862586,False,False,
C_00107,LOT_002,False,22.8096,23.2394,23.0209,22.854,7.5065,7.7052,7.7187,8.118,4.6021,4.6247,4.4278,4.509,23.740406,0.0034792085859510647,False,7.9247513,0.001524661678738067,False,4.634911,7.091014120313988e-05,False,False,
C_00108,LOT_002,False,21.3791,20.6878,22.2196,21.8871,9.9798,10.057,10.6049,10.3699,4.5035,4.3198,4.4415,4.5712,21.851252,0.008079525015089252,False,10.457027,0.0027779683007134303,False,4.410646,0.0006308747344546858,False,False,
C_00109,LOT_002,False,22.0524,22.3509,22.3805,23.0941,7.8815,7.6858,8.2339,7.948,4.2437,4.257,4.2293,4.425,22.983742,0.004394734446207687,False,8.022763,0.002340022585127086,False,4.3218217,0.00045015062226189736,False,False,
C_00110,LOT_002,False,23.9137,22.7176,23.1867,24.1084,7.7247,7.2934,7.404,7.8352,4.9429,5.0562,4.8242,4.8984,23.91386,0.008307363340589728,False,7.915411,0.004319520801968044,False,5.0020614,-0.0003759627289242186,False,False,
C_00111,LOT_002,False,22.2378,22.8196,22.5942,23.6776,7.9502,8.0275,8.0719,8.1763,4.597,4.7517,4.8145,4.7314,23.421268,0.0041782532162136414,False,8.285433,0.0017912001079983192,False,4.7726493,0.00014548116789924058,False,False,
C_00112,LOT_002,True,19.2726,23.4538,29.5051,33.5999,9.0311,11.4202,13.7931,15.3961,4.3066,4.8076,5.581,6.2101,32.71137,0.06428867056104871,True,15.602564,0.029044193458557133,True,6.1057267,0.009014768881267973,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00113,LOT_002,False,20.6478,20.8762,21.2676,21.7849,8.2909,8.4729,8.4098,8.8308,4.7204,4.8862,4.7759,4.9795,21.35324,0.0033127712461683435,False,8.760846,0.0019996259583367295,False,4.941002,0.0003805686950683618,False,False,
C_00114,LOT_002,False,23.1634,23.0137,23.7369,23.5275,8.881,8.802,8.7955,8.9589,4.3311,4.3066,4.2938,4.3796,23.665522,0.004526539039611816,False,8.921685,0.0008311473528544136,False,4.3656096,0.0004097892072465655,False,False,
C_00115,LOT_002,False,23.2309,22.7301,23.8033,23.7417,9.3439,9.0361,8.8124,9.5218,4.5808,4.4326,4.3977,4.6225,23.596966,0.006019901318020289,False,9.460695,0.0029485782411363434,False,4.5734024,0.000977794477674697,False,False,
C_00116,LOT_002,False,23.6702,24.5961,24.6369,23.9688,9.1245,9.0899,9.1482,9.2741,4.6013,4.6749,4.7079,4.626,24.638403,0.0002937704086303721,False,9.309537,0.0015252564854092061,False,4.727925,0.0003682279427846269,False,False,
C_00117,LOT_002,False,23.1214,23.0053,23.4837,24.105,9.2497,9.6703,9.9605,9.7048,4.3211,4.137,4.3228,4.2494,23.665522,0.004584872372945161,False,9.743335,0.0005071859041849826,False,4.290933,0.0010689800845252173,False,False,
C_00118,LOT_002,False,23.88,24.5978,26.0371,25.8649,9.2256,9.1774,9.4124,9.2733,4.0248,3.931,3.9875,4.0883,24.927761,0.0022913963741726384,False,9.3923855,0.001492954741583927,False,4.0576572,0.000879564179314507,False,False,
C_00119,LOT_002,False,21.327,21.856,21.295,22.447,7.9927,8.0115,8.5093,8.3358,4.2584,4.2119,4.2715,4.4183,22.359709,0.0034979776806301427,False,8.285433,0.0019023112191094303,False,4.332998,0.0008409569369422067,False,False,
C_00120,LOT_002,False,23.7381,23.3757,24.2112,24.0949,8.1397,8.3814,8.4956,8.7556,4.1519,4.317,4.1595,4.2426,23.955807,0.0040285189734565,False,8.602391,0.0015346614095899842,False,4.2970276,-0.00013869730631510535,False,False,
C_00121,LOT_003,False,19.7971,20.0234,20.3484,20.2526,13.196,12.974,13.329,13.6373,3.6544,3.6274,3.7086,3.8231,20.714973,0.004802593400743281,False,13.664236,0.004793306032816568,False,3.7341557,0.0007413587146335165,False,False,
C_00122,LOT_003,False,22.5793,21.2948,21.7298,21.9495,11.4507,11.9526,11.9467,12.0643,3.5281,3.5132,3.5138,3.5492,22.267708,0.006756304338243282,False,12.490136,0.003732889906565346,False,3.5018182,-7.904041608174557e-05,False,False,
C_00123,LOT_003,False,18.0619,18.5648,18.5762,18.3977,13.8543,13.7319,13.8709,14.2188,3.4569,3.5341,3.4122,3.5173,19.194233,0.004371062088012683,False,14.27311,0.0037584054840935632,False,3.5277805,-4.388518863254137e-05,False,False,
C_00124,LOT_003,False,20.8688,20.15,20.5374,20.5338,11.4461,11.5455,12.0982,12.8636,3.3695,3.2393,3.3626,3.284,20.965462,0.005662928687201616,False,12.357378,0.005638041708204478,False,3.306768,0.0004685273647308345,False,False,
C_00125,LOT_003,False,21.7722,20.933,21.8839,21.8713,13.5302,13.9573,14.8004,15.1691,3.5142,3.618,3.7582,3.6814,21.930452,0.006926752408345542,False,14.848868,0.006191447014278835,False,3.6133595,-3.2226032680934516e-05,False,False,
C_00126,LOT_003,False,21.8537,21.6119,22.2688,21.8101,11.6412,12.0684,12.636,12.9652,3.8697,3.8342,3.836,3.8472,22.325834,0.004957876904805512,False,12.801963,0.005094186475541853,False,3.9250207,0.000630699268976847,False,False,
C_00127,LOT_003,False,22.9731,22.717,23.2718,24.098,12.3989,12.4065,12.7763,13.4164,3.6654,3.7991,3.5551,3.7322,23.568935,0.005916218015882713,False,13.10091,0.004822292963663741,False,3.7823071,-0.00011661702791849872,False,False,
C_00128,LOT_003,False,20.2483,19.5672,20.6439,21.0361,12.3266,12.4611,12.8754,12.9609,3.3803,3.4009,3.1892,3.4769,20.591589,0.007113812319437664,False,13.040603,0.00402432419459025,False,3.4098988,6.249137454562693e-05,False,False,
C_00129,LOT_003,False,23.9075,23.934,24.3482,23.9364,13.763,13.9492,14.7318,15.1178,3.3084,3.3349,3.282,3.4006,24.384756,0.0031302506128946866,False,14.707982,0.0052693198839823445,False,3.3967025,0.00042918422222137313,False,False,
C_00130,LOT_003,False,21.1224,19.7415,20.0189,20.9657,13.0432,13.2755,13.4694,13.5741,3.6542,3.7627,3.7619,3.7213,21.094484,0.00939572450849746,False,13.89653,0.004312709384494363,False,3.75236,-7.18048228157902e-05,False,False,
C_00131,LOT_003,True,22.9517,34.7503,49.5904,59.9047,10.9539,15.238,22.1207,27.6862,3.3995,3.6008,3.9524,4.175,60.57884,0.17936484964158797,True,27.225641,0.08324750868479411,True,3.9336662,0.00231157103644477,False,True,"iddq_ua,leakage_ua"
C_00132,LOT_003,False,21.3008,21.0359,22.1041,21.8953,12.787,12.7249,13.6225,13.4318,3.8965,4.0392,4.0397,4.0809,21.985518,0.006594565984937868,False,13.392967,0.004639355723063152,False,4.026892,-8.547093603346168e-05,False,False,
C_00133,LOT_003,False,22.7339,22.805,23.8903,24.275,13.23,13.5684,13.8484,14.5032,3.5649,3.8149,3.7012,3.6909,23.48352,0.0047119479709201405,False,14.226919,0.004573049820793996,False,3.7292166,-0.0005950237803988999,False,False,
C_00134,LOT_003,False,23.1226,22.9754,22.3876,22.8629,13.8117,14.1442,14.9254,14.915,3.2749,3.4077,3.2233,3.3233,23.665522,0.0047925112618340355,False,14.685286,0.0037575386683146184,False,3.3973224,-7.206655343373737e-05,False,False,
C_00135,LOT_003,False,22.9036,23.4706,23.872,23.5787,12.6495,12.3395,13.3591,13.1285,3.4429,3.5697,3.47,3.5165,23.916258,0.0030948462380303208,False,13.253012,0.006343831274244526,False,3.5496101,-0.00013951293097602061,False,False,
C_00136,LOT_003,False,21.4171,21.7287,23.9162,23.714,12.5816,13.095,13.2916,13.8401,3.5394,3.3255,3.4501,3.4642,22.447216,0.004989694680107965,False,13.893755,0.005546909438239199,False,3.4527564,0.0008837250338660353,False,False,
C_00137,LOT_003,False,23.6097,23.5028,22.6476,23.2132,14.3362,13.7964,14.1274,14.5504,3.7753,3.8086,3.8918,3.7542,24.141422,0.004434876887003576,False,14.838002,0.0072333486451043,False,3.8251843,0.00011516906420389667,False,False,
C_00138,LOT_003,False,21.9783,22.8058,22.5082,22.3866,12.7603,13.4023,13.9849,14.134,3.4053,3.4249,3.4745,3.5291,23.155994,0.002431905661688901,False,13.921668,0.0036067225880093024,False,3.4784868,0.0003721303913328379,False,False,
C_00139,LOT_003,False,21.0314,22.1978,21.5085,21.5089,12.0401,12.0123,12.4212,12.6019,3.6204,3.4347,3.5788,3.5525,21.940928,-0.001783836767408589,False,12.793397,0.005424284373389352,False,3.5223,0.0006083333677715735,False,False,
C_00140,LOT_003,False,20.9953,21.1643,21.8664,21.1925,13.464,13.3552,14.0893,15.1897,3.3678,3.2606,3.3922,3.2985,21.594841,0.002989868079291444,False,13.987348,0.0043899139086405435,False,3.330658,0.0004865136040581586,False,False,
C_00141,LOT_003,False,22.8713,23.5111,23.6269,23.2584,12.4786,12.4933,12.72,13.3206,3.4125,3.3734,3.3646,3.4126,23.916258,0.002813596238030335,False,13.235918,0.005157069757249623,False,3.428744,0.00038433387279510376,False,False,
C_00142,LOT_003,False,22.3285,22.1265,22.9998,23.405,12.838,12.9693,13.3885,13.5816,3.3004,3.276,3.4582,3.4616,22.776375,0.004513019561767578,False,13.642339,0.0046738802274068165,False,3.3900487,0.0007920051548216092,False,False,
C_00143,LOT_003,False,23.1084,22.7556,23.1972,22.9716,14.1662,14.5735,15.1336,15.2771,3.5071,3.77,3.586,3.5196,23.568193,0.005643009969923223,False,15.160175,0.004074134190877284,False,3.6690042,-0.0007013597091039023,False,False,
C_00144,LOT_003,False,21.4636,21.4622,21.784,21.5312,13.005,12.9282,13.6326,13.6759,3.65,3.6943,3.6931,3.6061,22.147144,0.004756557761298291,False,13.536046,0.004221152973175046,False,3.6568992,-0.0002597276820076846,False,False,
C_00145,LOT_003,False,20.0786,19.6996,20.2917,20.8788,11.9842,12.3204,12.7984,13.2149,3.1769,3.1828,3.3174,3.2404,20.592548,0.006201030349731444,False,12.953936,0.004399552938673236,False,3.3057947,0.0008541299713982486,False,False,
C_00146,LOT_003,False,22.1896,22.2219,21.7948,23.1384,13.2871,13.655,13.5556,13.9592,3.9477,3.8384,3.8654,4.0616,22.781809,0.003888255924648698,False,14.205048,0.003819775051540803,False,3.96915,0.0009079865720536971,False,False,
C_00147,LOT_003,False,23.5745,24.2635,24.7804,24.7899,11.8491,12.5419,12.4299,12.9821,3.6023,3.6962,3.7143,3.7444,24.253946,-6.634510887994062e-05,False,13.107137,0.003925255044301351,False,3.63355,-0.00043506993982527094,False,False,
C_00148,LOT_003,False,22.7941,24.0538,23.1476,23.5781,12.265,12.6372,12.5807,12.4335,3.6103,3.4764,3.5576,3.3519,23.931234,-0.0008511502795749168,False,12.922505,0.0019812873522440594,False,3.4730313,-2.3393872049119285e-05,False,False,
C_00149,LOT_003,False,20.0335,20.4833,21.741,21.6155,12.5471,12.7489,12.9813,12.815,3.4268,3.2909,3.4883,3.414,21.285557,0.005571227730645075,False,13.348856,0.0041663609186808215,False,3.4239657,0.0009240673091676489,False,False,
C_00150,LOT_003,False,21.9874,22.8294,22.5779,22.7603,12.8443,12.7977,13.5206,13.8037,4.1772,4.0601,4.1418,4.1627,23.08551,0.0017785434299045161,False,13.536046,0.005127402973175044,False,4.2024837,0.0009887753751542815,False,False,
C_00151,LOT_003,False,22.917,23.3504,23.6069,23.4591,12.9566,12.9381,13.2262,14.0148,3.5784,3.6181,3.6428,3.5308,23.842321,0.0034161208046807148,False,13.536046,0.004152402973175046,False,3.5937927,-0.00016880085468292302,False,False,
C_00152,LOT_003,False,22.1582,23.1801,23.9902,24.367,13.0407,12.82,12.9949,13.5748,3.6178,3.662,3.5671,3.6166,23.602135,0.0029307965596516963,False,13.557943,0.005124606556362574,False,3.5918288,-0.0004872998396555577,False,False,
C_00153,LOT_003,False,20.6244,20.7497,21.3177,21.4737,12.4323,12.5482,12.2963,13.1411,3.382,3.4332,3.4094,3.5066,21.35324,0.004191243468390566,False,13.10091,0.003838265185885962,False,3.4519932,0.0001305085208680908,False,False,
C_00154,LOT_003,False,21.6923,22.4123,22.4875,22.4253,12.2047,12.7532,12.431,12.8081,3.3491,3.2621,3.3233,3.2312,22.98421,0.00397159069908991,False,13.203174,0.003124816926320396,False,3.3041794,0.00029221826394398853,False,False,
C_00155,LOT_003,False,23.274,24.3024,23.659,24.0175,13.4566,13.0889,13.6914,14.6261,3.5068,3.5269,3.6094,3.5708,24.139446,-0.0011316232045491443,False,14.044379,0.0066352724605136405,False,3.529647,1.9077165921529663e-05,False,False,
C_00156,LOT_003,False,21.7928,23.6136,23.4257,24.048,12.6254,13.826,13.583,13.8877,3.2149,3.2089,3.3781,3.402,23.96467,0.002437987369961197,False,14.434415,0.004225103219350175,False,3.364184,0.0010783604356977684,False,False,
C_00157,LOT_003,False,22.6238,22.2248,22.7171,21.8312,12.8356,12.9917,13.6632,13.515,3.5789,3.5464,3.4614,3.4843,22.750296,0.0036492752710978304,False,13.642339,0.004518324671851265,False,3.5961757,0.00034566437933179913,False,False,
C_00158,LOT_003,False,20.8696,22.0433,21.3153,22.4524,12.7483,14.0898,14.7573,14.7263,3.7785,3.8051,3.8596,3.8492,21.940928,-0.0007109201007419062,False,14.971526,0.006123098235660127,False,3.8251843,0.00013947461975945418,False,False,
C_00159,LOT_003,False,22.5885,22.9858,22.8717,23.5658,13.3735,13.3832,13.92,14.4692,3.3429,3.462,3.6027,3.5062,23.568663,0.004047657246059834,False,13.975312,0.004111890506744382,False,3.4190664,-0.00029814979765150414,False,False,
C_00160,LOT_003,False,21.4345,21.9592,21.6847,22.238,12.9222,13.2925,14.0307,14.0646,3.517,3.4468,3.3457,3.3423,22.610502,0.0045229322433471735,False,13.929695,0.0044249661763509085,False,3.4247174,-0.0001533512062496615,False,False,
C_00161,LOT_004,False,31.3803,31.314,30.551,31.594,10.2507,10.5727,10.7676,10.7765,4.0599,4.2956,4.216,4.2334,32.295918,0.006818871604071723,False,10.878233,0.0021217566384209574,False,4.266684,-0.000200805171330772,False,False,
C_00162,LOT_004,True,32.9902,45.5306,60.7146,71.3669,10.2326,12.6761,16.6345,19.6464,4.3244,4.8629,5.3021,5.6596,70.50512,0.17343416197035047,True,19.204641,0.04533709265391032,True,5.7317624,0.006033766730626426,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00163,LOT_004,False,30.0157,31.1105,31.6999,31.1072,10.2346,10.5715,11.2828,10.9147,4.2506,4.1822,4.502,4.499,30.933065,-0.0012321846220228287,False,10.878233,0.0021300899717542838,False,4.342777,0.0011151164955563021,False,False,
C_00164,LOT_004,False,29.2711,29.7037,29.3323,31.254,9.1887,8.9389,9.7687,9.8375,4.6886,4.7609,4.6926,4.684,30.578266,0.006073375998602964,False,9.481777,0.003769980494181313,False,4.753188,-5.355463027954347e-05,False,False,
C_00165,LOT_004,False,31.695,31.2583,32.2532,33.5083,9.6456,10.3494,10.6174,10.914,4.6104,4.4669,4.4349,4.4809,32.74836,0.010347636667887381,False,10.638229,0.002005759514702696,False,4.564645,0.000678783427344429,False,False,
C_00166,LOT_004,False,30.8201,32.5722,31.3475,32.2755,10.7188,11.1423,11.0673,11.3221,4.4308,4.4088,4.3121,4.472,32.510914,-0.00042559827168784124,False,11.369173,0.0015755072911580366,False,4.477232,0.00047522207895914524,False,False,
C_00167,LOT_004,False,32.7423,33.4758,33.2809,34.2678,8.9319,9.0519,8.765,8.9778,4.459,4.3469,4.5181,4.7317,34.355846,0.0061114333682590095,False,9.316531,0.0018377165370517317,False,4.5455685,0.0013796421262953034,False,False,
C_00168,LOT_004,False,29.3589,29.1014,29.4837,29.6644,10.0185,10.6928,10.4559,10.6113,4.5912,4.5419,4.5533,4.6383,30.025152,0.006414945877922894,False,10.962848,0.0018753313170539003,False,4.657508,0.0008028326140509708,False,False,
C_00169,LOT_004,False,30.7483,31.0801,30.8988,32.0956,9.61,10.0492,10.1511,10.2724,4.4815,4.4169,4.5761,4.7896,31.367273,0.0019942592408921872,False,10.352303,0.002104878828260628,False,4.536998,0.0008340124660068085,False,False,
C_00170,LOT_004,False,29.9208,28.2954,27.7683,29.3685,10.2135,9.8704,10.0421,9.9168,4.1541,4.2165,4.3278,4.2681,29.71031,0.009825763765970861,False,10.275623,0.0028140508439805766,False,4.221921,3.764560487535324e-05,False,False,
C_00171,LOT_004,False,31.3033,31.3286,32.0208,32.1874,9.3994,9.741,10.0851,10.0752,4.3299,4.3887,4.2313,4.2454,32.295918,0.006717482715182823,False,10.020528,0.0019411655531989228,False,4.3990073,7.157861391703256e-05,False,False,
C_00172,LOT_004,False,28.4988,27.4788,27.775,29.0896,9.4593,9.6985,10.2334,10.3866,4.2855,4.1807,4.2637,4.449,29.06025,0.010982287004258899,False,9.984258,0.0019844284587436306,False,4.3693295,0.0013099267535739484,False,False,
C_00173,LOT_004,False,30.1273,30.0674,30.2857,30.6986,9.7348,9.9597,9.389,9.8281,4.7196,4.8677,4.7177,4.8539,30.97544,0.0063058268864949595,False,10.154592,0.00135341361363729,False,4.874161,4.4866434733071956e-05,False,False,
C_00174,LOT_004,False,27.5811,27.4548,28.9292,28.469,9.7774,10.1063,10.1358,10.2463,4.5363,4.4471,4.5934,4.6488,27.9172,0.0032111117257012348,False,10.467492,0.0025082784970601457,False,4.5648065,0.0008174059814876992,False,False,
C_00175,LOT_004,False,28.4139,27.4783,28.1096,28.921,10.4596,10.142,9.8832,10.2146,4.3527,4.2131,4.487,4.2211,28.694159,0.008443462181091302,False,10.657605,0.0035805914666917626,False,4.4035497,0.0013225671609242767,False,False,
C_00176,LOT_004,False,27.3028,27.0962,28.1253,27.3961,10.2263,10.3512,10.4628,10.804,4.5064,4.6045,4.4483,4.5369,27.9172,0.005701389503479006,False,10.634379,0.0019665235201517715,False,4.596293,-5.699324607848993e-05,False,False,
C_00177,LOT_004,False,31.9044,30.619,31.4694,31.8484,9.3867,9.458,9.4298,9.785,4.426,4.8101,4.4568,4.5187,31.854673,0.008581065177917482,False,9.79253,0.0023231254153781456,False,4.8938036,0.0005812749756707067,False,False,
C_00178,LOT_004,False,29.3503,29.5421,29.4598,29.204,8.8941,8.9222,9.0044,9.5403,4.6472,4.4651,4.4913,4.5729,30.447784,0.006289475165473081,False,9.305964,0.00266503104103936,False,4.5609097,0.0006653454727596733,False,False,
C_00179,LOT_004,False,29.6234,29.819,31.3747,32.1361,10.3942,10.5183,10.9461,10.9566,4.3809,4.4098,4.3866,4.6859,30.543695,0.005032607290479879,False,10.887642,0.0025648743523491754,False,4.4961834,0.0005998846901787672,False,False,
C_00180,LOT_004,False,31.7244,32.3542,32.6026,32.9046,9.4778,9.9421,9.8084,9.8974,3.9945,4.1575,4.18,4.3162,32.82167,0.0032463231404622483,False,10.106951,0.0011447969436645512,False,4.1926036,0.00024377491739061317,False,False,
C_00181,LOT_004,False,28.6854,28.5747,29.7077,30.3033,10.1901,10.344,10.4566,10.4856,4.1341,4.1238,4.2605,4.1749,30.032637,0.010124560017055936,False,10.634379,0.002016523520151778,False,4.2053475,0.0005663023471832266,False,False,
C_00182,LOT_004,False,32.5328,31.9808,33.6338,33.3661,9.7692,9.9846,9.988,10.4597,4.4821,4.4819,4.6605,4.6362,32.90978,0.006451240242852115,False,10.186805,0.0014041998015509687,False,4.5338907,0.0003610466957092255,False,False,
C_00183,LOT_004,False,28.649,28.2304,29.1524,30.0894,9.6007,9.6926,9.9984,10.1104,4.7566,4.5727,4.5355,4.6003,29.567186,0.009283238580491812,False,10.018024,0.0022598919762505387,False,4.66774,0.0006599990844726548,False,False,
C_00184,LOT_004,False,29.31,29.9125,29.7444,30.6657,9.5877,9.8781,10.0553,10.1069,4.5513,4.5147,4.5795,4.6774,30.578266,0.004623375998602963,False,10.098879,0.0015331865310668953,False,4.640405,0.0008729526254865832,False,False,
C_00185,LOT_004,False,30.122,28.8718,29.4627,28.667,9.337,9.6026,9.7682,9.4876,4.3669,4.3631,4.3195,4.2979,30.569643,0.011790576532151962,False,9.8984585,0.002054572783576113,False,4.4189034,0.0003875232696533189,False,False,
C_00186,LOT_004,False,27.321,28.8162,29.196,29.1387,9.7667,10.0941,10.5198,10.174,4.2736,4.5262,4.3676,4.4889,29.117962,0.0020955686357286346,False,10.467492,0.002593000719282368,False,4.5226974,-2.4323272705079673e-05,False,False,
C_00187,LOT_004,False,28.7939,28.0832,28.3642,28.6199,10.7397,10.9858,11.0683,11.5647,4.6611,4.6007,4.7234,4.6183,29.392141,0.009089870431688086,False,11.30299,0.002202708053588872,False,4.689284,0.000615165609783598,False,False,
C_00188,LOT_004,False,32.3428,32.3783,35.0972,33.3408,9.3519,9.4354,9.475,9.7175,4.3068,4.4982,4.3543,4.2422,33.21325,0.005798258378770595,False,9.79253,0.0024800698598225943,False,4.4292655,-0.000478711811701455,False,False,
C_00189,LOT_004,True,30.7198,43.4259,56.5462,67.1993,10.5794,15.1971,21.6939,26.447,4.471,4.8118,5.2475,5.4828,68.00718,0.1707033281962077,True,26.281609,0.07697575403849283,True,5.162624,0.002436276960372926,False,True,"iddq_ua,leakage_ua"
C_00190,LOT_004,False,33.3285,32.14,32.8121,33.1061,9.501,9.5625,9.2067,9.5289,4.3884,4.3902,4.3924,4.2732,33.08039,0.006530492570665143,False,9.795204,0.0016160011291503906,False,4.4815106,0.0006341016610463454,False,False,
C_00191,LOT_004,False,30.4887,31.2643,32.5629,33.2349,8.984,9.5568,9.5251,9.4336,4.3562,4.3165,4.3439,4.4919,32.31193,0.007275219514634884,False,9.594769,0.00026367030673556265,False,4.4144936,0.0006805108388265005,False,False,
C_00192,LOT_004,False,29.5657,28.3842,29.6627,30.0756,10.4774,10.4991,11.3836,10.7162,4.6979,4.6559,4.6408,4.6579,29.891817,0.010469563145107694,False,10.82558,0.0022672197447882736,False,4.749817,0.0006522006564670143,False,False,
C_00193,LOT_004,False,30.3805,30.013,31.6583,30.8839,10.015,10.1926,10.3186,10.4998,4.217,4.3915,4.1889,4.4553,30.992216,0.006800111876593684,False,10.51003,0.0022043735610114165,False,4.453482,0.0004304316043853778,False,False,
